0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.021634169,0.008601735,0.032184478,0.017762342,0.0052929204,0.00400243,0.019360628,0.006739199,0.014438774,0.03573788,0.013310974,0.011391677,0.041911412,0.0104796,0.01850557,0.035342727,0.014435421,0.031543653,0.019826101,0.049404874,0.038164254,0.021770902,0.021590056,-0.0036632607,0.030217675,0.003850638,0.0006573106,0.03738051,0.20938562,0.27147576,0.040202796,0.01666332,0.049671933,0.006383648,0.019907707,0.04148323,0.0027661824,0.09356133,0.017165318,0.040357154,0.038390964,0.037742928,0.17021383,0.21290857,0.11972814,0.06407252,0.059350055,0.18048395,0.09298668,0.080847576,-0.0029361292,0.057862695,0.02322917,0.04783858,0.11930059,0.06959835,0.051233675,0.30713606,0.026549067,0.040761605,0.018760582,0.22068067,0.0031504799,0.020138167,0.013267173,0.09117013,0.14879794,0.06932951,0.10437037,0.1862751,0.016829396,0.08376134,0.052730814,0.036820382,0.03812162,0.023232939,0.0175123,0.061969563,0.15599687,0.1229943,0.119620465,0.21052538,0.06381004,0.23039576,0.20024055,0.15025239,0.16249835,0.059768986,0.1776675,0.42323622,0.25525138,0.3761327,0.14973,0.19574535,0.106168784,0.06467357
0.085748345,0.09971973,0.10173214,0.07047813,0.08253861,0.06553596,0.07605383,0.08806138,0.0829887,0.09221077,0.06674017,0.091500774,0.09910623,0.091765836,0.069987856,0.07602085,0.07631088,0.07127124,0.04713702,0.099643044,0.07130212,0.055888303,0.08476616,0.054455362,0.05314513,0.041252684,0.09881328,0.10535205,0.14733906,0.08194392,0.14221115,0.09147198,0.108896054,0.06032132,0.101015165,0.07019479,0.0641333,0.08708815,0.07702966,0.06952263,0.08561456,0.1002656,0.12664346,0.12896596,0.09499836,0.054045275,0.04863814,0.25793666,0.15206008,0.08592419,0.042075347,0.0748117,0.075080074,0.080784194,0.12672609,0.07953738,0.07892353,0.13236511,0.12390872,0.12783538,0.13056202,0.16820072,0.096507736,0.1560434,0.075971365,0.08732748,0.16371869,0.13112663,0.14581493,0.08748865,0.102354996,0.059088115,0.06917548,0.039239034,0.042604562,0.06147582,0.06718859,0.04470472,0.09234879,0.05807831,0.020394195,0.05014155,0.019887889,0.045532722,0.03834194,0.064329825,0.04958002,0.052462645,0.07764426,0.114027925,0.069116384,0.13748302,0.045213476,0.032264158,0.08766341,0.028083824
0.13447191,0.21907933,0.14559929,0.10719066,0.17600115,0.13113248,0.14919189,0.14719816,0.08503477,0.087888815,0.055629134,0.10331293,0.0982015,0.087603144,0.08314081,0.07582577,0.08517153,0.06348675,0.05349342,0.16211967,0.097934365,0.050663788,0.11573134,0.020784182,0.05028141,0.028617553,0.124713644,0.14342862,0.1842533,0.110388145,0.13208686,0.050525736,0.06479366,0.035567816,0.14066675,0.034944303,0.018896764,0.03355833,0.040131386,0.03482091,0.03550552,0.02651264,0.05193396,0.08650964,0.0459156,0.023921773,-0.0009090318,0.118923515,0.060531724,0.1208886,0.027896317,0.038495135,0.012020348,0.014634533,0.079713464,0.052561283,0.05004837,0.104898766,0.06624205,0.09302647,0.10468825,0.16673219,0.026795767,0.06286077,0.16150066,0.08914557,0.18248644,0.066859186,0.19127247,0.112267554,0.086620614,0.10162394,0.054575738,0.07646142,0.111507505,0.12814236,0.15317862,0.12083371,0.20954272,0.17362328,0.06886371,0.12468369,0.13906176,0.2795565,0.20839857,0.4974307,0.3578539,0.21537238,0.19529857,0.2270179,0.1326433,0.3384315,0.10497304,0.11439564,0.2884153,0.11287847
0.22504145,0.17747678,0.072639704,0.2432679,0.38367695,0.17258604,0.32678264,0.11353201,0.21197496,0.29931426,0.09552651,0.18376462,0.08191297,0.07258747,0.09155741,0.036758665,0.06450954,0.06776522,0.09280647,0.030102493,0.048139177,0.023963794,0.17339097,0.07476103,0.12760673,0.07932808,0.1566232,0.017317709,0.27622268,0.1115206,0.055050477,0.11040914,0.10574178,0.21051398,0.022675725,0.058025517,0.078562476,0.02737279,0.047300022,0.016424065,0.039203852,0.02963982,0.010719046,0.03162842,-0.0050439546,-0.009460161,-0.011290962,-0.015175892,-0.012611542,0.0071861837,-0.008657865,0.03788915,0.042093467,0.008254225,-0.007088212,-0.005322536,-0.0047436752,0.003557765,0.095010385,0.06772068,0.024777848,0.14703399,0.02872081,0.04337184,0.14567879,0.01582395,0.06633707,0.0016368229,0.00826964,0.120186,0.09205061,0.12295447,0.038511183,0.114938654,0.13998184,0.22517651,0.21527983,0.22155306,0.6532482,0.57313186,0.34706372,0.5695658,0.15214056,0.06075562,0.081142426,0.1785399,0.27352118,0.23756935,0.21400858,0.29119372,0.32381257,0.39404926,0.100790545,0.24673396,0.42631683,0.16917235
0.18824945,0.38474357,0.17651244,0.10938891,0.12431007,0.0939434,0.085053176,0.07784266,0.07023073,0.07906853,0.068324715,0.07272045,0.07205949,0.077006005,0.042705428,0.048979037,0.0672024,0.04367573,0.011157178,0.06312477,0.03504299,0.03866816,0.03532174,0.016763005,0.012802898,0.0039178124,0.07211483,0.046000816,0.09623509,0.03188484,0.12011111,0.1199279,0.077901185,0.10946143,0.09314036,0.19772094,0.10765429,0.10015188,0.11030348,0.114385664,0.07646032,0.0639436,0.1067864,0.1556049,0.19074714,0.07806558,0.03910703,0.41710195,0.27154705,0.14077625,0.09567152,0.051754527,0.15819526,0.20540255,0.43906403,0.48762614,0.24036081,0.18883139,0.19678259,0.1164605,0.16822849,0.4334617,0.104942314,0.16688469,0.092524335,0.08962897,0.26878545,0.28496185,0.23015544,0.10729084,0.14947979,0.117026925,0.11461272,0.05978172,0.07987912,0.1550656,0.10156567,0.05590121,0.08089896,0.07530044,0.055995144,0.08184737,0.026929969,0.039223608,0.04374517,0.076643035,0.11268663,0.105478056,0.16314404,0.14658046,0.07539181,0.14260733,0.042517107,0.042232364,0.08411228,0.02978872
0.042795017,0.048847172,0.0752321,0.029533109,0.076980986,0.055530943,0.08468972,0.06145054,0.05249453,0.053262245,0.048944227,0.10268011,0.0914486,0.10133596,0.096913,0.066535,0.097022794,0.07167906,0.055562455,0.12258253,0.09088386,0.071368404,0.14241093,0.04455107,0.13992402,0.082399264,0.12420762,0.19847098,0.23389038,0.1156965,0.16488248,0.0742447,0.087745555,0.089732364,0.1309152,0.10633076,0.15185659,0.066348344,0.0918532,0.11383574,0.12094493,0.17415406,0.13945861,0.19613887,0.1131199,0.09189104,0.0117971795,0.17348371,0.17579046,0.22470394,0.18589659,0.17930694,0.0369462,0.027438747,0.11752967,0.107760966,0.06774905,0.1753593,0.15811422,0.11039064,0.1125521,0.13981408,0.08932199,0.06939337,0.13704276,0.08752127,0.16152065,0.035704024,0.12183853,0.10206888,0.08414692,0.16182132,0.12969281,0.25893426,0.18371587,0.16457504,0.15471072,0.19016206,0.2626905,0.096647106,0.0847096,0.15163049,0.30225366,0.5791471,0.41249686,0.4917163,0.442459,0.18071121,0.15668568,0.21415623,0.10200361,0.3800821,0.12803379,0.14209847,0.24523708,0.1010594
0.02064609,0.007731746,0.031604115,0.019062134,0.017590307,0.00894427,0.02761756,0.012323753,0.027221873,0.07630919,0.02202378,0.027320845,0.06683584,0.016758522,0.029377462,0.04630142,0.028434252,0.040332038,0.034443077,0.064130284,0.05817134,0.04068068,0.027258368,-0.0035397487,0.025637519,0.007487298,-0.0013504912,0.029901298,0.17115231,0.24737182,0.019121576,0.015436382,0.056556877,0.0049930117,0.014589134,0.034602556,-0.0027900029,0.06971077,0.014893969,0.025627857,0.03655036,0.04412493,0.1765725,0.23997663,0.084083766,0.06578118,0.05185915,0.20216224,0.09375513,0.06275257,-0.0041480595,0.05029036,0.01178428,0.032328743,0.07963853,0.0452001,0.05458824,0.413092,0.025102545,0.029979255,0.010471039,0.26651785,-0.0021090657,0.018101871,0.0052143894,0.079491705,0.10790451,0.05611468,0.087381944,0.20848078,0.018795937,0.10639407,0.048660785,0.039026916,0.039218668,0.03211093,0.024759464,0.05825155,0.22213912,0.14893632,0.20696178,0.2958058,0.09017144,0.28595456,0.29332688,0.17640913,0.18302967,0.07532474,0.19085829,0.40121156,0.21263984,0.35904035,0.1762289,0.22539172,0.15283144,0.076863505
0.033540074,-0.005461206,-0.0047444035,0.014133325,0.044611476,0.019299991,0.005443603,-0.001049408,0.030596105,0.006794652,-0.0012555793,0.00898705,0.008928461,0.059294075,0.045670252,-0.0010540135,0.009019367,-0.0052883867,0.034060884,0.016312853,-0.004952231,0.0030356606,0.00016637957,-0.006160649,0.005983143,0.13988037,0.0119953845,-0.009188863,0.023305526,-0.0115057705,-0.0115201995,-0.0091725895,0.087668724,-0.0012320929,-0.012612567,-0.0073576807,-0.009244937,-0.0053147613,-0.011668467,-0.010546867,-0.010101702,-0.014365549,-0.015375285,-0.010963339,-0.010907903,-0.012121329,-0.011983727,-0.0161527,0.0121875005,-0.009747483,-0.011887082,-0.011422646,-0.010711002,-0.01047878,-0.012846862,-0.005107047,0.08794278,0.055543557,-0.007988686,0.37301642,-0.0131814545,-0.0047377297,-0.013080116,0.04128248,0.04894185,-0.0045428425,-0.009349558,-0.010600266,-0.01071147,0.075444415,0.07394133,-0.00046984493,-0.008392004,0.023373602,0.003427542,0.035978526,5.9074388e-05,-0.0047720633,0.019459272,0.13174318,-0.008405657,-0.0062073325,0.014755605,-0.010883979,-0.019159436,0.046277884,0.0077683222,0.07873796,0.02427074,0.0066648154,0.12278986,0.1639553,0.00094129675,-0.011850553,0.15860976,0.09467013
0.037435897,0.049435403,0.08356231,0.027555075,0.07963018,0.052736018,0.08292353,0.052365348,0.05677397,0.06144825,0.05215945,0.12308839,0.0956932,0.13486503,0.11461928,0.075808026,0.13053118,0.08524676,0.060991306,0.13386233,0.102935515,0.09365876,0.16693518,0.058877643,0.21149145,0.094322495,0.13356884,0.2304513,0.2336487,0.12170886,0.19782387,0.11571719,0.10164071,0.11755874,0.15128401,0.1544592,0.28453752,0.105531774,0.16176489,0.18887827,0.21178675,0.32549307,0.21714626,0.26983032,0.21731177,0.17900956,0.035804827,0.2597693,0.33890888,0.28574094,0.2463944,0.1844729,0.032453157,0.022274535,0.119830705,0.15705295,0.076691516,0.14485402,0.15022632,0.10957652,0.0955162,0.12626402,0.108448476,0.06415264,0.12530713,0.08414017,0.14869899,0.04370168,0.13327758,0.12910117,0.10977814,0.24117064,0.20143904,0.38855523,0.22776125,0.1761306,0.15987778,0.20789973,0.2900025,0.094923854,0.104629055,0.1725584,0.3699287,0.5709831,0.4067859,0.4356885,0.43350863,0.17571926,0.15396471,0.18798712,0.09239973,0.38195702,0.1214409,0.1389359,0.21015826,0.09404141
0.0053042737,-0.0025220497,0.050742652,0.0071422276,0.008125819,0.059616145,0.0426813,0.012970196,0.0136271315,0.020686885,0.020389946,0.01794685,0.082031175,0.0322523,0.048610825,0.041317284,0.033916477,0.04255869,0.012023139,0.05170762,0.038823657,0.045869697,0.048839133,0.015181291,0.072293684,0.048968963,0.043966103,0.023033928,0.17811032,0.11288121,0.16969024,0.3175566,0.19456553,0.008760724,0.33383304,0.09443562,0.064720005,0.026717892,0.0008506713,0.28445807,0.12555078,0.15017755,0.0028363306,0.05297271,0.111684375,0.0039480613,0.13282718,0.040493358,0.05198351,0.21314378,0.014217814,0.018604392,0.0835155,0.04471189,0.10498892,0.048774444,0.055130377,0.09509757,0.045669693,0.071375914,0.08603638,0.016502205,0.01572556,0.06001813,0.017717075,0.051421244,0.21301417,0.17510195,0.14839451,0.1206351,0.04611779,0.09683188,0.08006313,0.15207696,0.18501885,0.09116302,0.07265624,0.17356245,0.11012522,0.0154755665,-0.0036850215,0.013362583,0.011004506,0.0018682956,-0.010985606,0.043662287,0.09257651,0.037461706,0.03955391,0.06158841,0.19031766,0.12105661,0.056828324,0.06820792,0.014484115,0.034453534
