,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0633911102951226,0.0952559162226573,0.06708585538537169,0.05538308162331099,0.0635845264295352,0.08432518525144676,0.30749327043025676,0.060877132510141055,0.08749633632891751,0.029229739531634866,0.15069350805122164,0.15811036471501397,0.2349766342638228,0.12128229525134111,0.0746180245274749,0.17787479503708345,0.3493091744889625,0.10460233953640166,0.03008508288609782,0.04783385718279487,0.11823525937686927,0.1099786846827163,0.3091917869584547,0.042625996282572215,0.13785502413004813,0.25856387159215927,1.3675088226139742,0.29726726686799554,0.16768948557495117,0.16683433183864932,0.0713299686432464,0.08876540472118472,0.06178495640170961,0.0,0.03057603122424868,0.3751929625776067,0.22846682058009207,0.05914562395167655,0.11720740558153814,0.03382791029443971,0.26069384200365653,1.4880685311972437,0.3953607894506528,0.2669639693863646,0.24645594240829152,0.09684925198277228,0.24691276599557146,0.028784984912971517,9.670999987506514,3.2197369783763334
1,0.29539844268420695,0.1293667910928415,0.14825029122565067,0.1267639059092147,0.1051379760085529,0.06319140986233358,0.13619705215718514,0.1559030971166422,0.1310319693356967,0.09376706427960582,0.12038006896612403,0.09086891258686093,0.0,0.0,0.0,2.943861913653699,0.7853388008083935,0.0,0.2556424079498573,0.1685129893104304,0.0,0.0,0.0017854956731230276,0.06786390530895384,0.0,0.025616430241308746,0.1788104283682112,0.24237052769023731,0.1981205506584257,0.2743421105574331,0.15690223644941298,0.026883654777070026,0.1259866516548029,0.3305539075102838,0.2667443065386678,0.3707495213629398,0.15954278256669815,0.19130763951847246,0.0,0.031574424136046,0.2795432360357826,0.0878438332167818,0.14858427758608903,0.290810680538068,0.0,0.06754348113373473,0.1190739560363194,0.20326719101980226,8.946000102679282,5.279056637969459
2,0.04159693542910384,0.09535687871290775,0.08179930361025067,0.12619932520062546,0.0778566415250042,0.1156353952320785,0.08770496463802153,0.07887559816525645,0.0787561019351238,0.05282479233463562,0.05944694031406446,0.16210861930258974,0.1802012142099298,0.09635877325980388,0.12810982076479388,0.09497539043905592,0.0807572028890215,0.08396522916543397,0.12911637883878388,0.1583884263409392,0.12214128661363907,0.07750526984520043,0.1556525196300501,0.0974370423468024,0.12811652219168662,0.10401901250719478,0.20477648722628988,0.22117788773121416,0.5769517010944876,0.13855793219875395,0.1869084564908594,0.14762135137681082,0.13971756028101154,0.10579312169492902,0.1046214648593892,0.079124756876857,0.09042968931603673,0.12466772415690566,0.11449244575951006,0.15125032131956853,0.10927075188680388,0.1467499111092753,0.14461254803390725,0.1338237337368443,0.10587218174054294,0.13747156380492737,0.0960088568463236,0.08898312466564498,6.022000170236127,2.9022309029297184
3,0.19254050430127648,0.11779850141832081,0.19452273486561078,0.2359508459670452,0.7916395992319086,0.17941504310855844,0.11757053276219255,0.15399505397636898,0.18226156287501907,0.14416764959455927,0.26817575346676337,0.5700594226488389,0.7031857724572129,0.490082560592042,0.2474570354536973,0.4589386427934538,0.6674726303179055,0.24895291615885284,0.46610542927316745,0.2816999419536899,0.26920947155284713,0.3994906482216862,0.6553876228568938,0.37537745531108657,0.6250076277752082,0.7054544294470432,0.4048796037324624,0.4667654896617517,0.5752783117154223,0.9733718958756259,0.5298863134665307,0.572239121911462,0.587480124396946,0.6999527061460334,0.959315761548833,0.774455933332201,0.8534616884427266,0.631532744625044,0.5295003275092802,0.20437493710400825,0.8246912409102258,0.4613463726283573,0.8054342304505642,0.46772928583617474,0.8858178409759041,0.5942888949400528,0.335299676921714,0.35146525121608485,23.81999953445765,6.831868377742552
4,0.16375746067825725,0.24441843064755248,0.24311893982135813,0.17180939467366815,0.11114999096345626,0.1407450637029887,0.13244621281802227,0.1442137393496337,0.24840383216188344,0.19207175200228535,0.12373523984555891,0.1262835997513212,0.12631579820050687,0.09819565319464099,0.16112433399661957,0.2099513639035086,0.13306885089277593,0.1354501054643602,0.08177111650774926,0.202517650667321,0.13450474308467528,0.0642428915660028,0.0738007968365405,0.052252794185728674,0.08193238058251145,0.06784053253871988,0.07215739225131029,0.0734651757749645,0.04454348346102957,0.08523648734790229,0.13526423860744974,0.17047665081292623,0.12964969706668805,0.06256802879080561,0.08491206594429843,0.14156145599119377,0.09297653580030729,0.29579177327731254,0.20154437496071784,0.19917193846520692,0.1797908464857604,0.17166318298375918,0.2800347804693376,0.4244736964715845,0.3155444608671418,0.2265820155460052,0.17044904435085118,0.10547265929334328,7.028999919522129,2.876969986050044
5,0.0980100788719552,0.14139860421497094,0.07851762873303157,0.06417833092976472,0.10500697636325754,0.09788256582724583,0.0830854411283786,0.09651425173776193,0.09404983767431208,0.0933649002473951,0.07949767180906603,0.08771429028643409,0.08157544383027976,0.12531648575840382,0.0927791599145307,0.1485383244205945,0.1841485218253308,0.1787791422464111,0.14509204690177674,0.14161023970192402,0.11900743578625428,0.2265034424344554,0.32119638154533947,0.14002766630185787,0.194330468973281,0.2737682233222585,0.18599416283763678,0.2077798315130751,0.28208294682513696,0.37259504323780446,0.6836514066931632,0.31094136934765965,0.23638044569925745,0.2389848092689428,0.2007716530983149,0.149969150885899,0.2689350433809056,0.14475425004817646,0.1944845862549042,0.31516984643568174,0.47938580699028976,0.3385858409774763,0.3203152885351928,0.11877111662364856,0.07974006988355453,0.09573381368287434,0.1366893220826516,0.12840719649298513,9.099999845121618,3.7595198931013534
6,0.029818358882128165,0.1114516547659441,0.10628963558169009,0.09569211772430555,0.07540737005642356,0.06179611493987777,0.04973001466867372,0.10410104317575977,0.05265049816882118,0.06772568640479285,0.028437173941943478,0.08673395771069049,0.0811076786589182,0.18929604538656386,0.12116633568892046,0.18608197797777176,0.21740397805098596,0.5912312193112916,0.4894293672210974,0.0,0.12242858553383817,0.214331522854657,0.5081437594782443,0.36812848605902093,0.2225217346338428,0.09302182760544672,0.1986577380211791,0.21060791416209138,0.12248637190497265,0.4119934547537585,0.040622054736182994,0.14882264555689623,0.5253066756755794,0.4682527489724744,0.5845405408235089,0.3372953410251396,0.3199750311204108,1.1259467359886457,1.0378125091122294,0.8114458859792977,0.7755191368384755,1.1812083856719693,1.3337280032441945,1.2289086159489564,1.7900492631510243,1.2449276623195584,1.3602365493147455,0.5269816047962065,20.222999893423015,3.3804223986452056
7,0.050753868622781445,0.05623534864716109,0.25238371408962484,0.14467843318421084,0.06805890082464201,0.025900180866629083,0.006664794894312209,0.0,0.03541245854905391,0.06907558359560297,0.0,0.0,0.20248449757606074,0.9892856398507589,0.0918261543028765,0.34572951286794096,0.012141988148852645,0.15373433366096,0.5642386294352391,1.6109834596517174,0.2497684105635736,0.3565191398960468,0.1945329941617653,0.07771827970660172,0.07105778290465406,0.428119560166916,0.1454173062303075,0.6445053260686489,0.21319110684103532,0.20470370316270395,0.28525922363861356,0.1948308173875869,0.08824757549988846,0.20577868281618977,0.26041841678955113,0.1510662869023077,0.10877217426081631,0.2795905189953276,0.4028398614919042,0.27350142735204164,0.039528789850148904,0.062448074385381636,0.12873310018652992,0.09561824119761739,0.0,0.3234866714423753,0.42176526764618694,0.3940884053852305,10.980999984218066,3.33377917504615
9,0.06612125432644927,0.060307360841137886,0.10692515820479459,0.09557157122452989,0.10929248286325541,0.06085241154702595,0.06782052162535313,0.08908616822571216,0.0702509361518756,0.04663189783362863,0.055667809554032346,0.041432048353546136,0.0956362877020947,0.1154506951675625,0.1940416260795215,0.08712610770422466,0.16005972713931363,0.11528222027656435,0.06706962913321224,0.13294130215058575,0.07142815660103036,0.0,0.06668923736889895,0.20580984341052377,0.28986243411828405,0.31545900513044256,2.1328631427597835,0.09479989493658311,0.0009477865400883134,0.0756182964974067,0.11613963993568296,0.1108615543285568,0.07193910858776562,0.1891441689620691,0.15459635018123014,0.21390319231982513,0.1990432598378801,0.1978960416359657,0.18130346144138001,0.1884923851592913,0.188845371187217,0.22578949094209183,0.553861013605254,0.18283060622007055,0.04512695168444292,0.09419671563254972,0.11887071791958723,0.15171427448412972,8.056000048385762,3.4276713666428655
10,0.12423046170329777,0.1191509175545071,0.10307510963754551,0.0660240428000157,0.07614747301321693,0.1267808193985224,0.09588025476299711,0.13299232298316455,0.16890246010404517,0.13999043843938713,0.12648553269505836,0.06719088606957989,0.07292707150790416,0.11449742699439001,0.07531404757159488,0.10454830868107795,0.12924836410227195,0.031034630214928915,0.04268934671624683,0.11853519033005999,0.012709466418137971,0.07563958742570046,0.07724867941806038,0.0912897769133767,0.20471817684617863,0.2613459102755212,0.1569043796270852,0.012902264590113455,0.05313640663344274,0.1881717419392507,0.10972939726573386,0.05420539374310826,0.050085725464226516,0.07658491559609704,0.08402103571018912,0.033234564336502515,0.3983310728256815,0.9706086307594262,0.21857773889260124,0.055095620094820275,0.16697200218663757,0.17084656133034,0.08656987626679508,0.0867957149208731,0.08433946928207658,0.1735805896308904,0.22278329325346685,0.08805970007904079,6.792000129626405,0.5921845514929696
